slug,name,id_prefix_novedades,suggested_category,matched_rule
mug-metalico-camper-urban-travel-1100-ml-13479,Mug Metálico Camper Urban Travel 1100 ml,true,mugs-y-termos-personalizados,\bmugs?\b|\btermos?\b|\bcafetera\b
mug-en-ceramica-earth-450ml-13482,Mug en Ceramica Earth 450ml,true,mugs-y-termos-personalizados,\bmugs?\b|\btermos?\b|\bcafetera\b
mug-en-ceramica-rubber-325ml-13483,Mug en Ceramica Rubber 325ml,true,mugs-y-termos-personalizados,\bmugs?\b|\btermos?\b|\bcafetera\b
mug-kolly-500-ml-13488,Mug Kolly 500 ml,true,mugs-y-termos-personalizados,\bmugs?\b|\btermos?\b|\bcafetera\b
mug-metalico-boof-600-ml-13489,Mug Metálico Boof 600 ml,true,mugs-y-termos-personalizados,\bmugs?\b|\btermos?\b|\bcafetera\b
mug-metalico-tasso-500ml-13463,Mug Metálico Tasso 500ml,true,mugs-y-termos-personalizados,\bmugs?\b|\btermos?\b|\bcafetera\b
mug-metalico-brumo-1200ml-13464,Mug Metálico Brumo 1200ml,true,mugs-y-termos-personalizados,\bmugs?\b|\btermos?\b|\bcafetera\b
coge-ollas-con-silicona-13497,Coge Ollas Con Silicona,true,hogar,\bset de cocina\b|\bportacomidas\b|\bcoge ollas\b|\bmolde para paletas\b|\bset de cubiertos\b|\bventilador\b
funda-para-mouse-13493,Funda Para Mouse,true,tecnologia-promocional,\bspeaker\b|\baudifono|\bcargador inalambrico\b|\bmulticargador\b|\bpuerto usb\b|\bmouse\b|\brastreador\b|\bproyector\b|\bpila recargable\b|\bpowerbank\b|\bsoporte para (movil|celular)\b|\bportacelular\b|\bfunda para mouse\b|\bclip magnetico\b|\bcordon.*portacelular\b|\bcable tipo c\b
costurero-valen-13340,Costurero Valen,true,hogar,\bcandado\b|\bportarretrato\b|\bjoyero\b|\balcancia\b|\bcosturero\b|\bset de viaje\b|\bmini frascos travel\b|\bidentificador de maletas\b|\btravel lock\b|\bcobija\b|\bmanta de viaje\b|\bset de bano\b|\bset de botellas de viaje\b
set-de-mini-frascos-travel-13330,Set de Mini Frascos Travel,true,hogar,\bcandado\b|\bportarretrato\b|\bjoyero\b|\balcancia\b|\bcosturero\b|\bset de viaje\b|\bmini frascos travel\b|\bidentificador de maletas\b|\btravel lock\b|\bcobija\b|\bmanta de viaje\b|\bset de bano\b|\bset de botellas de viaje\b
llavero-pop-it-bolt-13321,Llavero Pop it Bolt,true,llaveros-personalizados,\bllavero
apoya-munecas-pop-it-13322,Apoya Muñecas Pop it,true,antiestres,\bantiestres\b|\bpop it\b
antiestres-pop-it-13318,Antiestres Pop it,true,antiestres,\bantiestres\b|\bpop it\b
paraguas-comforella-20-13283,Paraguas Comforella 20,true,paraguas,\bparaguas\b
paraguas-easyroll-23-13285,Paraguas Easyroll 23,true,paraguas,\bparaguas\b
paraguas-voltus-27-urban-travel-13233,Paraguas Voltus 27'' Urban Travel,true,paraguas,\bparaguas\b
mini-paraguas-hook-21-urban-travel-13234,Mini Paraguas Hook 21'' Urban Travel,true,paraguas,\bparaguas\b
mini-paraguas-super-light-21-urban-travel-13235,Mini Paraguas Super Light 21' Urban Travel,true,paraguas,\bparaguas\b
manilla-pocket-13249,Manilla Pocket,true,REQUIRES_REVIEW,
banda-head-13250,Banda Head,true,REQUIRES_REVIEW,
set-de-manicure-zeldra-13491,Set de Manicure Zeldra,true,cuidado-personal,\bcepillo de dientes\b|\bcepillo exfoliante\b|\bmanicure\b|\bmaquillaje\b|\bespejo\b|\bset de brochas\b|\btoalla\b|\brepelente\b|\bmasajeador\b
balaca-para-maquillaje-13484,Balaca Para Maquillaje,true,cuidado-personal,\bcepillo de dientes\b|\bcepillo exfoliante\b|\bmanicure\b|\bmaquillaje\b|\bespejo\b|\bset de brochas\b|\btoalla\b|\brepelente\b|\bmasajeador\b
toalla-cooltech-13481,Toalla Cooltech,true,cuidado-personal,\bcepillo de dientes\b|\bcepillo exfoliante\b|\bmanicure\b|\bmaquillaje\b|\bespejo\b|\bset de brochas\b|\btoalla\b|\brepelente\b|\bmasajeador\b
tijeras-plasticas-13454,Tijeras Plasticas,true,REQUIRES_REVIEW,
cepillo-en-silicona-eco-13430,Cepillo en Silicona Eco,true,REQUIRES_REVIEW,
set-de-maquillaje-tasking-13432,Set de Maquillaje Tasking,true,cuidado-personal,\bcepillo de dientes\b|\bcepillo exfoliante\b|\bmanicure\b|\bmaquillaje\b|\bespejo\b|\bset de brochas\b|\btoalla\b|\brepelente\b|\bmasajeador\b
espejo-con-luz-garda-13413,Espejo Con Luz Garda,true,cuidado-personal,\bcepillo de dientes\b|\bcepillo exfoliante\b|\bmanicure\b|\bmaquillaje\b|\bespejo\b|\bset de brochas\b|\btoalla\b|\brepelente\b|\bmasajeador\b
espejo-shower-13419,Espejo Shower,true,cuidado-personal,\bcepillo de dientes\b|\bcepillo exfoliante\b|\bmanicure\b|\bmaquillaje\b|\bespejo\b|\bset de brochas\b|\btoalla\b|\brepelente\b|\bmasajeador\b
espejo-flex-square-13420,Espejo Flex Square,true,cuidado-personal,\bcepillo de dientes\b|\bcepillo exfoliante\b|\bmanicure\b|\bmaquillaje\b|\bespejo\b|\bset de brochas\b|\btoalla\b|\brepelente\b|\bmasajeador\b
set-de-brochas-mirror-light-13409,Set de Brochas Mirror Light,true,cuidado-personal,\bcepillo de dientes\b|\bcepillo exfoliante\b|\bmanicure\b|\bmaquillaje\b|\bespejo\b|\bset de brochas\b|\btoalla\b|\brepelente\b|\bmasajeador\b
masajeador-brandon-13521,Masajeador Brandon,true,cuidado-personal,\bcepillo de dientes\b|\bcepillo exfoliante\b|\bmanicure\b|\bmaquillaje\b|\bespejo\b|\bset de brochas\b|\btoalla\b|\brepelente\b|\bmasajeador\b
memo-pad-con-destapador-13337,Memo Pad Con Destapador,true,articulos-de-oficina-personalizados,\borganizador de escritorio\b|\borganizador multiusos\b|\bportaboligrafos\b|\bcalendario\b|\blibreta\b|\bsticky set\b|\bmemo pad\b|\btabla clip\b|\btabla anotadora\b|\bresaltador|\bborrador\b
set-de-viaje-icarus-13348,Set de Viaje Icarus,true,hogar,\bcandado\b|\bportarretrato\b|\bjoyero\b|\balcancia\b|\bcosturero\b|\bset de viaje\b|\bmini frascos travel\b|\bidentificador de maletas\b|\btravel lock\b|\bcobija\b|\bmanta de viaje\b|\bset de bano\b|\bset de botellas de viaje\b
cepillo-para-mascota-13427,Cepillo Para Mascota,true,REQUIRES_REVIEW,
identificador-de-maletas-en-pvc-13490,Identificador de Maletas en Pvc,true,hogar,\bcandado\b|\bportarretrato\b|\bjoyero\b|\balcancia\b|\bcosturero\b|\bset de viaje\b|\bmini frascos travel\b|\bidentificador de maletas\b|\btravel lock\b|\bcobija\b|\bmanta de viaje\b|\bset de bano\b|\bset de botellas de viaje\b
set-travel-lock-13274,Set Travel Lock,true,hogar,\bcandado\b|\bportarretrato\b|\bjoyero\b|\balcancia\b|\bcosturero\b|\bset de viaje\b|\bmini frascos travel\b|\bidentificador de maletas\b|\btravel lock\b|\bcobija\b|\bmanta de viaje\b|\bset de bano\b|\bset de botellas de viaje\b
pito-5-1-nuevo-13304,Pito 5 - 1 Nuevo,true,deportes,\bpito\b
set-midas-13336,Set Midas,true,REQUIRES_REVIEW,
morral-backpack-circuit-urban-travel-13341,Morral Backpack Circuit Urban Travel,true,mochilas-y-maletines-personalizados,\bmorral\b|\bbackpack\b|\bbolsa\b|\bsporty bag\b|\bmaletin\b|\bcosmetiquera\b|\bportadocumentos\b
morral-backpack-quasar-urban-travel-13342,Morral Backpack Quasar Urban Travel,true,mochilas-y-maletines-personalizados,\bmorral\b|\bbackpack\b|\bbolsa\b|\bsporty bag\b|\bmaletin\b|\bcosmetiquera\b|\bportadocumentos\b
libreta-klivor-13305,Libreta Klivor,true,articulos-de-oficina-personalizados,\borganizador de escritorio\b|\borganizador multiusos\b|\bportaboligrafos\b|\bcalendario\b|\blibreta\b|\bsticky set\b|\bmemo pad\b|\btabla clip\b|\btabla anotadora\b|\bresaltador|\bborrador\b
ventilador-veltra-13301,Ventilador Veltra,true,hogar,\bset de cocina\b|\bportacomidas\b|\bcoge ollas\b|\bmolde para paletas\b|\bset de cubiertos\b|\bventilador\b
ventilador-skylon-13302,Ventilador Skylon,true,hogar,\bset de cocina\b|\bportacomidas\b|\bcoge ollas\b|\bmolde para paletas\b|\bset de cubiertos\b|\bventilador\b
morral-backpack-kazomi-13311,Morral Backpack Kazomi,true,mochilas-y-maletines-personalizados,\bmorral\b|\bbackpack\b|\bbolsa\b|\bsporty bag\b|\bmaletin\b|\bcosmetiquera\b|\bportadocumentos\b
libreta-inker-rpet-13241,Libreta Inker Rpet,true,articulos-de-oficina-personalizados,\borganizador de escritorio\b|\borganizador multiusos\b|\bportaboligrafos\b|\bcalendario\b|\blibreta\b|\bsticky set\b|\bmemo pad\b|\btabla clip\b|\btabla anotadora\b|\bresaltador|\bborrador\b
set-ecologico-demin-13278,Set Ecologico Demin,true,ecologia,\bset ecologico\b
set-ecologico-element-13279,Set Ecologico Element,true,ecologia,\bset ecologico\b
sticky-set-home-13281,Sticky Set Home,true,articulos-de-oficina-personalizados,\borganizador de escritorio\b|\borganizador multiusos\b|\bportaboligrafos\b|\bcalendario\b|\blibreta\b|\bsticky set\b|\bmemo pad\b|\btabla clip\b|\btabla anotadora\b|\bresaltador|\bborrador\b
sticky-set-con-regla-13282,Sticky Set Con Regla,true,articulos-de-oficina-personalizados,\borganizador de escritorio\b|\borganizador multiusos\b|\bportaboligrafos\b|\bcalendario\b|\blibreta\b|\bsticky set\b|\bmemo pad\b|\btabla clip\b|\btabla anotadora\b|\bresaltador|\bborrador\b
calculadora-con-tablero-13275,Calculadora Con Tablero,true,calculadoras,\bcalculadora\b
morral-backpack-omni-13268,Morral Backpack Omni,true,mochilas-y-maletines-personalizados,\bmorral\b|\bbackpack\b|\bbolsa\b|\bsporty bag\b|\bmaletin\b|\bcosmetiquera\b|\bportadocumentos\b
sticky-set-thunder-13265,Sticky Set Thunder,true,articulos-de-oficina-personalizados,\borganizador de escritorio\b|\borganizador multiusos\b|\bportaboligrafos\b|\bcalendario\b|\blibreta\b|\bsticky set\b|\bmemo pad\b|\btabla clip\b|\btabla anotadora\b|\bresaltador|\bborrador\b
silla-compact-flex-13251,Silla Compact Flex,true,REQUIRES_REVIEW,
tabla-clip-bamboo-13499,Tabla Clip Bamboo,true,articulos-de-oficina-personalizados,\borganizador de escritorio\b|\borganizador multiusos\b|\bportaboligrafos\b|\bcalendario\b|\blibreta\b|\bsticky set\b|\bmemo pad\b|\btabla clip\b|\btabla anotadora\b|\bresaltador|\bborrador\b
tabla-anotadora-box-nuevo-13486,Tabla Anotadora Box Nuevo,true,articulos-de-oficina-personalizados,\borganizador de escritorio\b|\borganizador multiusos\b|\bportaboligrafos\b|\bcalendario\b|\blibreta\b|\bsticky set\b|\bmemo pad\b|\btabla clip\b|\btabla anotadora\b|\bresaltador|\bborrador\b
memo-pad-milk-13504,Memo Pad Milk,true,articulos-de-oficina-personalizados,\borganizador de escritorio\b|\borganizador multiusos\b|\bportaboligrafos\b|\bcalendario\b|\blibreta\b|\bsticky set\b|\bmemo pad\b|\btabla clip\b|\btabla anotadora\b|\bresaltador|\bborrador\b
sticky-set-milk-13505,Sticky Set Milk,true,articulos-de-oficina-personalizados,\borganizador de escritorio\b|\borganizador multiusos\b|\bportaboligrafos\b|\bcalendario\b|\blibreta\b|\bsticky set\b|\bmemo pad\b|\btabla clip\b|\btabla anotadora\b|\bresaltador|\bborrador\b
sticky-set-oval-milk-13506,Sticky Set Oval Milk,true,articulos-de-oficina-personalizados,\borganizador de escritorio\b|\borganizador multiusos\b|\bportaboligrafos\b|\bcalendario\b|\blibreta\b|\bsticky set\b|\bmemo pad\b|\btabla clip\b|\btabla anotadora\b|\bresaltador|\bborrador\b
cordon-para-portacelular-bamboo-eco-13507,Cordon Para Portacelular Bamboo Eco,true,tecnologia-promocional,\bspeaker\b|\baudifono|\bcargador inalambrico\b|\bmulticargador\b|\bpuerto usb\b|\bmouse\b|\brastreador\b|\bproyector\b|\bpila recargable\b|\bpowerbank\b|\bsoporte para (movil|celular)\b|\bportacelular\b|\bfunda para mouse\b|\bclip magnetico\b|\bcordon.*portacelular\b|\bcable tipo c\b
camion-antiestres-13492,Camion Antiestres,true,antiestres,\bantiestres\b|\bpop it\b
portaboligrafos-en-bamboo-360-13442,Portaboligrafos en Bamboo 360,true,articulos-de-oficina-personalizados,\borganizador de escritorio\b|\borganizador multiusos\b|\bportaboligrafos\b|\bcalendario\b|\blibreta\b|\bsticky set\b|\bmemo pad\b|\btabla clip\b|\btabla anotadora\b|\bresaltador|\bborrador\b
calendario-perpetuo-pad-bamboo-13443,Calendario Perpetuo Pad Bamboo,true,articulos-de-oficina-personalizados,\borganizador de escritorio\b|\borganizador multiusos\b|\bportaboligrafos\b|\bcalendario\b|\blibreta\b|\bsticky set\b|\bmemo pad\b|\btabla clip\b|\btabla anotadora\b|\bresaltador|\bborrador\b
sticky-set-micron-13445,Sticky Set Micron,true,articulos-de-oficina-personalizados,\borganizador de escritorio\b|\borganizador multiusos\b|\bportaboligrafos\b|\bcalendario\b|\blibreta\b|\bsticky set\b|\bmemo pad\b|\btabla clip\b|\btabla anotadora\b|\bresaltador|\bborrador\b
mini-set-goblet-eco-13446,Mini Set Goblet Eco,true,REQUIRES_REVIEW,
morral-backpack-luno-master-ocean-13457,Morral Backpack Luno Master Ocean,true,mochilas-y-maletines-personalizados,\bmorral\b|\bbackpack\b|\bbolsa\b|\bsporty bag\b|\bmaletin\b|\bcosmetiquera\b|\bportadocumentos\b
libreta-astralis-cork-13469,Libreta Astralis Cork,true,articulos-de-oficina-personalizados,\borganizador de escritorio\b|\borganizador multiusos\b|\bportaboligrafos\b|\bcalendario\b|\blibreta\b|\bsticky set\b|\bmemo pad\b|\btabla clip\b|\btabla anotadora\b|\bresaltador|\bborrador\b
joyero-krono-13431,Joyero Krono,true,hogar,\bcandado\b|\bportarretrato\b|\bjoyero\b|\balcancia\b|\bcosturero\b|\bset de viaje\b|\bmini frascos travel\b|\bidentificador de maletas\b|\btravel lock\b|\bcobija\b|\bmanta de viaje\b|\bset de bano\b|\bset de botellas de viaje\b
set-jorka-urban-business-13425,Set Jorka Urban Business,true,REQUIRES_REVIEW,
set-bantik-urban-business-13426,Set Bantik Urban Business,true,REQUIRES_REVIEW,
organizador-de-escritorio-bamboo-13415,Organizador de Escritorio Bamboo,true,articulos-de-oficina-personalizados,\borganizador de escritorio\b|\borganizador multiusos\b|\bportaboligrafos\b|\bcalendario\b|\blibreta\b|\bsticky set\b|\bmemo pad\b|\btabla clip\b|\btabla anotadora\b|\bresaltador|\bborrador\b
repelente-de-insectos-13412,Repelente de Insectos,true,cuidado-personal,\bcepillo de dientes\b|\bcepillo exfoliante\b|\bmanicure\b|\bmaquillaje\b|\bespejo\b|\bset de brochas\b|\btoalla\b|\brepelente\b|\bmasajeador\b
morral-backpack-swiss-peak-buzz-13398,Morral Backpack Swiss Peak Buzz,true,mochilas-y-maletines-personalizados,\bmorral\b|\bbackpack\b|\bbolsa\b|\bsporty bag\b|\bmaletin\b|\bcosmetiquera\b|\bportadocumentos\b
morral-backpack-krum-13399,Morral Backpack Krum,true,mochilas-y-maletines-personalizados,\bmorral\b|\bbackpack\b|\bbolsa\b|\bsporty bag\b|\bmaletin\b|\bcosmetiquera\b|\bportadocumentos\b
cobija-manta-de-viaje-travel-produccion-nacional-13528,Cobija / Manta de Viaje Travel - Producción Nacional,true,hogar,\bcandado\b|\bportarretrato\b|\bjoyero\b|\balcancia\b|\bcosturero\b|\bset de viaje\b|\bmini frascos travel\b|\bidentificador de maletas\b|\btravel lock\b|\bcobija\b|\bmanta de viaje\b|\bset de bano\b|\bset de botellas de viaje\b
organizador-de-escritorio-crunch-produccion-nacional-13529,Organizador de Escritorio Crunch - Producción Nacional,true,articulos-de-oficina-personalizados,\borganizador de escritorio\b|\borganizador multiusos\b|\bportaboligrafos\b|\bcalendario\b|\blibreta\b|\bsticky set\b|\bmemo pad\b|\btabla clip\b|\btabla anotadora\b|\bresaltador|\bborrador\b
bolsa-en-yute-mirka-13526,Bolsa en Yute Mirka,true,mochilas-y-maletines-personalizados,\bmorral\b|\bbackpack\b|\bbolsa\b|\bsporty bag\b|\bmaletin\b|\bcosmetiquera\b|\bportadocumentos\b
nevera-cooler-glidex-13361,Nevera Cooler Glidex,true,hogar,\bnevera\b|\bcooler\b
morral-backpack-metrix-13375,Morral Backpack Metrix,true,mochilas-y-maletines-personalizados,\bmorral\b|\bbackpack\b|\bbolsa\b|\bsporty bag\b|\bmaletin\b|\bcosmetiquera\b|\bportadocumentos\b
nevera-cooler-kael-13376,Nevera Cooler Kael,true,hogar,\bnevera\b|\bcooler\b
bolsa-organizador-glinter-13428,Bolsa Organizador Glinter,true,mochilas-y-maletines-personalizados,\bmorral\b|\bbackpack\b|\bbolsa\b|\bsporty bag\b|\bmaletin\b|\bcosmetiquera\b|\bportadocumentos\b
morral-backpack-templi-13424,Morral Backpack Templi,true,mochilas-y-maletines-personalizados,\bmorral\b|\bbackpack\b|\bbolsa\b|\bsporty bag\b|\bmaletin\b|\bcosmetiquera\b|\bportadocumentos\b
organizador-womp-master-ocean-13458,Organizador Womp Master Ocean,true,REQUIRES_REVIEW,
estuche-sencillo-magnetic-13447,Estuche Sencillo Magnetic,true,REQUIRES_REVIEW,
estuche-doble-magnetic-13448,Estuche Doble Magnetic,true,REQUIRES_REVIEW,
maletin-en-cambrel-13509,Maletin en Cambrel,true,mochilas-y-maletines-personalizados,\bmorral\b|\bbackpack\b|\bbolsa\b|\bsporty bag\b|\bmaletin\b|\bcosmetiquera\b|\bportadocumentos\b
bolsa-ember-13503,Bolsa Ember,true,mochilas-y-maletines-personalizados,\bmorral\b|\bbackpack\b|\bbolsa\b|\bsporty bag\b|\bmaletin\b|\bcosmetiquera\b|\bportadocumentos\b
organizador-dalia-13252,Organizador Dalia,true,REQUIRES_REVIEW,
morral-backpack-galko-13254,Morral Backpack Galko,true,mochilas-y-maletines-personalizados,\bmorral\b|\bbackpack\b|\bbolsa\b|\bsporty bag\b|\bmaletin\b|\bcosmetiquera\b|\bportadocumentos\b
bolsa-en-cambrel-clento-13255,Bolsa en Cambrel Clento,true,mochilas-y-maletines-personalizados,\bmorral\b|\bbackpack\b|\bbolsa\b|\bsporty bag\b|\bmaletin\b|\bcosmetiquera\b|\bportadocumentos\b
bolsa-en-cambrel-vest-13256,Bolsa en Cambrel Vest,true,mochilas-y-maletines-personalizados,\bmorral\b|\bbackpack\b|\bbolsa\b|\bsporty bag\b|\bmaletin\b|\bcosmetiquera\b|\bportadocumentos\b
set-de-resaltadores-heart-13260,Set de Resaltadores Heart,true,articulos-de-oficina-personalizados,\borganizador de escritorio\b|\borganizador multiusos\b|\bportaboligrafos\b|\bcalendario\b|\blibreta\b|\bsticky set\b|\bmemo pad\b|\btabla clip\b|\btabla anotadora\b|\bresaltador|\bborrador\b
set-de-resaltadores-square-13261,Set de Resaltadores Square,true,articulos-de-oficina-personalizados,\borganizador de escritorio\b|\borganizador multiusos\b|\bportaboligrafos\b|\bcalendario\b|\blibreta\b|\bsticky set\b|\bmemo pad\b|\btabla clip\b|\btabla anotadora\b|\bresaltador|\bborrador\b
morral-backpack-zylos-13266,Morral Backpack Zylos,true,mochilas-y-maletines-personalizados,\bmorral\b|\bbackpack\b|\bbolsa\b|\bsporty bag\b|\bmaletin\b|\bcosmetiquera\b|\bportadocumentos\b
nevera-cooler-cassian-13267,Nevera Cooler Cassian,true,hogar,\bnevera\b|\bcooler\b
nevera-cooler-dapper-13269,Nevera Cooler Dapper,true,hogar,\bnevera\b|\bcooler\b
nevera-cooler-champ-13229,Nevera Cooler Champ,true,hogar,\bnevera\b|\bcooler\b
portadocumentos-de-viaje-y-de-cables-lumen-13230,Portadocumentos de Viaje y de Cables Lumen,true,mochilas-y-maletines-personalizados,\bmorral\b|\bbackpack\b|\bbolsa\b|\bsporty bag\b|\bmaletin\b|\bcosmetiquera\b|\bportadocumentos\b
cosmetiquera-kovina-13231,Cosmetiquera Kovina,true,mochilas-y-maletines-personalizados,\bmorral\b|\bbackpack\b|\bbolsa\b|\bsporty bag\b|\bmaletin\b|\bcosmetiquera\b|\bportadocumentos\b
organizador-liloz-13240,Organizador Liloz,true,REQUIRES_REVIEW,
set-de-resaltadores-luban-13221,Set de Resaltadores Luban,true,articulos-de-oficina-personalizados,\borganizador de escritorio\b|\borganizador multiusos\b|\bportaboligrafos\b|\bcalendario\b|\blibreta\b|\bsticky set\b|\bmemo pad\b|\btabla clip\b|\btabla anotadora\b|\bresaltador|\bborrador\b
morral-backpack-radeon-13209,Morral Backpack Radeon,true,mochilas-y-maletines-personalizados,\bmorral\b|\bbackpack\b|\bbolsa\b|\bsporty bag\b|\bmaletin\b|\bcosmetiquera\b|\bportadocumentos\b
nevera-cooler-fluent-13289,Nevera Cooler Fluent,true,hogar,\bnevera\b|\bcooler\b
nevera-cooler-midas-13290,Nevera Cooler Midas,true,hogar,\bnevera\b|\bcooler\b
organizador-kappa-urban-travel-13343,Organizador Kappa Urban Travel,true,REQUIRES_REVIEW,
boligrafo-dash-solido-13344,Boligrafo Dash Solido,true,boligrafos-publicitarios,\bboligrafos?\b|\broller\b|\bportaminas\b
boligrafo-dash-frost-13345,Boligrafo Dash Frost,true,boligrafos-publicitarios,\bboligrafos?\b|\broller\b|\bportaminas\b
boligrafo-summit-metal-13346,Boligrafo Summit Metal,true,boligrafos-publicitarios,\bboligrafos?\b|\broller\b|\bportaminas\b
boligrafo-swift-eco-13347,Boligrafo Swift Eco,true,boligrafos-publicitarios,\bboligrafos?\b|\broller\b|\bportaminas\b
boligrafo-allegro-13355,Bolígrafo Allegro,true,boligrafos-publicitarios,\bboligrafos?\b|\broller\b|\bportaminas\b
boligrafo-clasp-borrable-13356,Bolígrafo Clasp Borrable,true,boligrafos-publicitarios,\bboligrafos?\b|\broller\b|\bportaminas\b
set-de-boligrafos-emblem-13357,Set de Bolígrafos Emblem,true,boligrafos-publicitarios,\bboligrafos?\b|\broller\b|\bportaminas\b
boligrafo-helix-bamboo-13358,Bolígrafo Helix Bamboo,true,boligrafos-publicitarios,\bboligrafos?\b|\broller\b|\bportaminas\b
boligrafo-nest-13359,Bolígrafo Nest,true,boligrafos-publicitarios,\bboligrafos?\b|\broller\b|\bportaminas\b
boligrafo-nest-eco-13360,Bolígrafo Nest Eco,true,boligrafos-publicitarios,\bboligrafos?\b|\broller\b|\bportaminas\b
roller-nimbus-13309,Roller Nimbus,true,boligrafos-publicitarios,\bboligrafos?\b|\broller\b|\bportaminas\b
boligrafo-lynx-solido-13312,Boligrafo Lynx Solido,true,boligrafos-publicitarios,\bboligrafos?\b|\broller\b|\bportaminas\b
boligrafo-lynx-frost-13307,Boligrafo Lynx Frost,true,boligrafos-publicitarios,\bboligrafos?\b|\broller\b|\bportaminas\b
boligrafo-rompecabezas-13295,Boligrafo Rompecabezas,true,boligrafos-publicitarios,\bboligrafos?\b|\broller\b|\bportaminas\b
boligrafo-grasp-13286,Boligrafo Grasp,true,boligrafos-publicitarios,\bboligrafos?\b|\broller\b|\bportaminas\b
boligrafo-x-tool-6-en-1-13288,Boligrafo X-tool 6 en 1,true,boligrafos-publicitarios,\bboligrafos?\b|\broller\b|\bportaminas\b
boligrafo-vinnie-pastel-13214,Boligrafo Vinnie Pastel,true,boligrafos-publicitarios,\bboligrafos?\b|\broller\b|\bportaminas\b
boligrafo-summit-metal-cork-13215,Boligrafo Summit Metal Cork,true,boligrafos-publicitarios,\bboligrafos?\b|\broller\b|\bportaminas\b
boligrafo-glimmer-13216,Boligrafo Glimmer,true,boligrafos-publicitarios,\bboligrafos?\b|\broller\b|\bportaminas\b
boligrafo-mystic-13220,Boligrafo Mystic,true,boligrafos-publicitarios,\bboligrafos?\b|\broller\b|\bportaminas\b
set-jolt-13271,Set Jolt,true,REQUIRES_REVIEW,
boligrafo-shimmer-13263,Bolígrafo Shimmer,true,boligrafos-publicitarios,\bboligrafos?\b|\broller\b|\bportaminas\b
roller-shimmer-13264,Roller Shimmer,true,boligrafos-publicitarios,\bboligrafos?\b|\broller\b|\bportaminas\b
set-de-boligrafos-vector-13465,Set de Bolígrafos Vector,true,boligrafos-publicitarios,\bboligrafos?\b|\broller\b|\bportaminas\b
estuche-black-carton-13449,Estuche Black Carton,true,REQUIRES_REVIEW,
vector-roller-13461,Vector Roller,true,boligrafos-publicitarios,\bboligrafos?\b|\broller\b|\bportaminas\b
boligrafo-cork-stand-13462,Bolígrafo Cork Stand,true,boligrafos-publicitarios,\bboligrafos?\b|\broller\b|\bportaminas\b
boligrafo-blink-13438,Boligrafo Blink,true,boligrafos-publicitarios,\bboligrafos?\b|\broller\b|\bportaminas\b
boligrafo-delphi-13439,Boligrafo Delphi,true,boligrafos-publicitarios,\bboligrafos?\b|\broller\b|\bportaminas\b
boligrafo-roller-delphi-13440,Boligrafo Roller Delphi,true,boligrafos-publicitarios,\bboligrafos?\b|\broller\b|\bportaminas\b
boligrafo-vinnie-grip-13441,Boligrafo Vinnie Grip,true,boligrafos-publicitarios,\bboligrafos?\b|\broller\b|\bportaminas\b
set-de-boligrafo-y-portaminas-stanley-13416,Set de Bolígrafo y Portaminas Stanley,true,boligrafos-publicitarios,\bboligrafos?\b|\broller\b|\bportaminas\b
boligrafo-artisan-13417,Bolígrafo Artisan,true,boligrafos-publicitarios,\bboligrafos?\b|\broller\b|\bportaminas\b
boligrafo-avert-13418,Bolígrafo Avert,true,boligrafos-publicitarios,\bboligrafos?\b|\broller\b|\bportaminas\b
boligrafo-ventura-13349,Boligrafo Ventura,true,boligrafos-publicitarios,\bboligrafos?\b|\broller\b|\bportaminas\b
set-de-boligrafos-baltimore-vinga-eco-13400,Set de Boligrafos Baltimore Vinga Eco,true,boligrafos-publicitarios,\bboligrafos?\b|\broller\b|\bportaminas\b
organizador-multiusos-monet-produccion-nacional-13403,Organizador Multiusos Monet - Producción Nacional,true,articulos-de-oficina-personalizados,\borganizador de escritorio\b|\borganizador multiusos\b|\bportaboligrafos\b|\bcalendario\b|\blibreta\b|\bsticky set\b|\bmemo pad\b|\btabla clip\b|\btabla anotadora\b|\bresaltador|\bborrador\b
mug-shaker-nyro-600ml-13248,Mug Shaker Nyro 600ml,true,mugs-y-termos-personalizados,\bmugs?\b|\btermos?\b|\bcafetera\b
boligrafo-abanico-13293,Boligrafo Abanico,true,boligrafos-publicitarios,\bboligrafos?\b|\broller\b|\bportaminas\b
rastreador-airtag-seek-13203,Rastreador Airtag Seek,true,tecnologia-promocional,\bspeaker\b|\baudifono|\bcargador inalambrico\b|\bmulticargador\b|\bpuerto usb\b|\bmouse\b|\brastreador\b|\bproyector\b|\bpila recargable\b|\bpowerbank\b|\bsoporte para (movil|celular)\b|\bportacelular\b|\bfunda para mouse\b|\bclip magnetico\b|\bcordon.*portacelular\b|\bcable tipo c\b
rastreador-airtag-vibe-13204,Rastreador Airtag Vibe,true,tecnologia-promocional,\bspeaker\b|\baudifono|\bcargador inalambrico\b|\bmulticargador\b|\bpuerto usb\b|\bmouse\b|\brastreador\b|\bproyector\b|\bpila recargable\b|\bpowerbank\b|\bsoporte para (movil|celular)\b|\bportacelular\b|\bfunda para mouse\b|\bclip magnetico\b|\bcordon.*portacelular\b|\bcable tipo c\b
boligrafo-vinnie-13386,Boligrafo Vinnie,true,boligrafos-publicitarios,\bboligrafos?\b|\broller\b|\bportaminas\b
